ID,Area,Page_or_Component,Requirement,Baseline_or_Enhancement_Rule,Acceptance_Evidence,Priority,Data_Dependency,Status
SVE-ANOM-04,ANOM,Anomaly and Outlier,Compare anomaly rate and severity across business segments.,Preserve existing useful comparison.,"Counts and denominators verified. Closure sprint implementation evidence: app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,Anomaly outputs and monitoring snapshots,VERIFIED
SVE-ANOM-05,ANOM,Anomaly and Outlier,"Show rule, model, or signal contribution to anomaly status.",Use actual implemented rules and scores.,"Reason flags reconcile. Closure sprint implementation evidence: app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,Anomaly outputs and monitoring snapshots,VERIFIED
SVE-ANOM-06,ANOM,Anomaly and Outlier,"Provide sortable table with severity, reason, intent, segment, and recommended review.",Support export and stable ranking.,"Queue logic tested. Closure sprint implementation evidence: app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,Anomaly outputs and monitoring snapshots,VERIFIED
SVE-ANOM-07,ANOM,Anomaly and Outlier,Show behavior timeline or feature evidence for selected visitor.,Conditional on available event detail.,Honest unavailable state when absent. Condition retained: Historical anomaly trend requires repeated comparable snapshots. Evidence available: app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables.,P2,Anomaly outputs and monitoring snapshots,CONDITIONAL
SVE-ANOM-08,ANOM,Anomaly and Outlier,Show anomaly volume and rate over time where snapshots exist.,Conditional until comparable history exists.,"Time-series contract verified. Condition retained: Root-cause evidence is limited to saved rule, feature and neighbourhood signals; no causal claim. Evidence available: app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables.",P2,Anomaly outputs and monitoring snapshots,CONDITIONAL
SVE-ANOM-09,ANOM,Anomaly and Outlier,"Map anomaly patterns to review, suppress, monitor, or campaign-safe actions.",Rules must be explainable and reversible.,"Rule tests. Closure sprint implementation evidence: app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,Anomaly outputs and monitoring snapshots,VERIFIED
SVE-ANOM-10,ANOM,Anomaly and Outlier,Export filtered investigation table with evidence metadata.,Include generation time and definitions.,"Download review. Closure sprint implementation evidence: app/pages/5_Anomaly_Outlier.py; app/ui/operations_intelligence.py; saved anomaly tables. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,Anomaly outputs and monitoring snapshots,VERIFIED
SVE-MON-01,MON,"Monitoring, Drift and Health","Show app, exporter, monitoring snapshot, model artifact, and data status.",Do not overstate local checks as managed production.,"Status-source mapping tested. Closure sprint implementation evidence: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",VERIFIED
SVE-MON-02,MON,"Monitoring, Drift and Health",Show scoring volume over time when logs provide history.,Conditional if only current snapshot exists.,Time grain and counts verified. Condition retained: Longitudinal drift trend requires repeated comparable Evidently snapshots. Evidence available: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence.,P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",CONDITIONAL
SVE-MON-03,MON,"Monitoring, Drift and Health","Show score distribution, intent-band proportions, and shifts over time.",Use comparable bins and snapshots.,"Distribution and drift inputs verified. Closure sprint implementation evidence: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",VERIFIED
SVE-MON-04,MON,"Monitoring, Drift and Health",Show feature-level drift history rather than only one report.,Conditional until historical reports exist.,History store and thresholds documented. Condition retained: Alert history depends on persisted alert events rather than configuration alone. Evidence available: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence.,P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",CONDITIONAL
SVE-MON-05,MON,"Monitoring, Drift and Health",Show prediction drift score and alert state over time.,Conditional until repeated snapshots exist.,Trend evidence verified. Condition retained: Observed production performance depends on matured labels. Evidence available: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence.,P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",CONDITIONAL
SVE-MON-06,MON,"Monitoring, Drift and Health",Provide current-vs-reference feature comparison with effect size and business meaning.,Reuse Evidently outputs without raw report clutter.,"Feature mapping and values verified. Closure sprint implementation evidence: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",VERIFIED
SVE-MON-07,MON,"Monitoring, Drift and Health","Show alert type, severity, first seen, last seen, state, and acknowledgement where available.",Use real Alertmanager or project alert evidence.,"Alert records validated. Closure sprint implementation evidence: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",VERIFIED
SVE-MON-08,MON,"Monitoring, Drift and Health","Show prediction windows, matured labels, valid joins, conflicts, and blocked status.",Truthfulness rule is mandatory.,"Counts reconcile with delayed-label reports. Closure sprint implementation evidence: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",VERIFIED
SVE-MON-09,MON,"Monitoring, Drift and Health",Show ledger → eligible → labels received → valid joins → evaluated cohort.,Zero-stage retention must display N/A where appropriate.,"Stage logic and labels tested. Closure sprint implementation evidence: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",VERIFIED
SVE-MON-10,MON,"Monitoring, Drift and Health",Show real production performance only when valid matured labels exist.,Otherwise show blocked/readiness state.,Conditional gate enforced by tests. Condition retained: Historical service health requires persisted runtime telemetry. Evidence available: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence.,P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",CONDITIONAL
SVE-MON-11,MON,"Monitoring, Drift and Health","Show model hash, metadata hash, feature schema hash, generation, and source.",Use committed provenance evidence.,"Hashes and fields verified. Closure sprint implementation evidence: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",VERIFIED
SVE-MON-12,MON,"Monitoring, Drift and Health",Show genuine ecommerce experiment/registry readiness and latest verified run.,Exclude prompt/demo experiments.,"Experiment filters tested. Closure sprint implementation evidence: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",VERIFIED
SVE-MON-13,MON,"Monitoring, Drift and Health","Show report generation time, sample sizes, drift alert, and report links.",Use validated project outputs.,"Report paths and version verified. Closure sprint implementation evidence: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",VERIFIED
SVE-MON-14,MON,"Monitoring, Drift and Health","Generate current health summary, required action, and limitations.",No generic or stale status.,"Result-based narrative review. Closure sprint implementation evidence: app/pages/6_Monitoring_Drift_Health.py; app/ui/operations_intelligence.py; Evidently and delayed-label evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P2,"Monitoring snapshots, MLflow, Evidently, alerts, and delayed labels",VERIFIED
SVE-ARCH-01,ARCH,MLOps Architecture,"Create an interactive overview of data, ML, app, monitoring, deployment, and governance layers.",Preserve current architecture explanation; improve navigation and clarity.,"All components map to real project files. Closure sprint implementation evidence: app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P3,"Docker, monitoring, Kubernetes, Helm, CI, and documentation",VERIFIED
SVE-ARCH-02,ARCH,MLOps Architecture,Show raw events → features → model → scoring → business outputs.,"Use grain, keys, and artifacts accurately.","Flow matches implementation. Closure sprint implementation evidence: app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P3,"Docker, monitoring, Kubernetes, Helm, CI, and documentation",VERIFIED
SVE-ARCH-03,ARCH,MLOps Architecture,Show training → evaluation → champion → registry → scoring → monitoring → feedback.,Mark future feedback steps honestly.,"Lifecycle state mapping verified. Closure sprint implementation evidence: app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P3,"Docker, monitoring, Kubernetes, Helm, CI, and documentation",VERIFIED
SVE-ARCH-04,ARCH,MLOps Architecture,"Explain tracking, artifacts, drift reports, and their separation.",Use actual local architecture.,"Paths and services verified. Closure sprint implementation evidence: app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P3,"Docker, monitoring, Kubernetes, Helm, CI, and documentation",VERIFIED
SVE-ARCH-05,ARCH,MLOps Architecture,Show snapshot → exporter → Prometheus → Grafana → Alertmanager.,Preserve fast monitoring design.,"Components and ports verified. Closure sprint implementation evidence: app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P3,"Docker, monitoring, Kubernetes, Helm, CI, and documentation",VERIFIED
SVE-ARCH-06,ARCH,MLOps Architecture,Show local service topology and health relationships.,Use actual compose services.,"Compose config mapping reviewed. Closure sprint implementation evidence: app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P3,"Docker, monitoring, Kubernetes, Helm, CI, and documentation",VERIFIED
SVE-ARCH-07,ARCH,MLOps Architecture,"Show pods, services, config, secrets, probes, and chart packaging.",Use actual manifests and Helm templates.,"Manifest mapping reviewed. Closure sprint implementation evidence: app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P3,"Docker, monitoring, Kubernetes, Helm, CI, and documentation",VERIFIED
SVE-ARCH-08,ARCH,MLOps Architecture,"Show push/PR/manual/scheduled checks, security audits, Docker, MLflow, Evidently, and deployment validation.",Do not claim automatic production deployment if absent.,"Workflow mapping verified. Closure sprint implementation evidence: app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P3,"Docker, monitoring, Kubernetes, Helm, CI, and documentation",VERIFIED
SVE-ARCH-09,ARCH,MLOps Architecture,"Allow users to select a component and see purpose, inputs, outputs, files, and evidence.",Avoid giant unreadable diagrams.,"All links and descriptions work. Closure sprint implementation evidence: app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P3,"Docker, monitoring, Kubernetes, Helm, CI, and documentation",VERIFIED
SVE-ARCH-10,ARCH,MLOps Architecture,Provide downloadable architecture inventory or evidence table.,Include file paths and current status.,"Download review. Closure sprint implementation evidence: app/pages/7_MLOps_Architecture.py; app/ui/architecture_intelligence.py; repository topology/deployment evidence. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P3,"Docker, monitoring, Kubernetes, Helm, CI, and documentation",VERIFIED
SVE-QA-01,QA,Matrix validation,"Validate unique IDs, allowed statuses, required fields, and complete category coverage.",Matrix itself must be testable.,"Automated matrix reconciliation tests validate 204 unique IDs, allowed statuses, CSV/Markdown agreement, manifest counts, and package status evidence. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-02,QA,Page smoke tests,Every Streamlit page imports and renders without exception.,Use headless tests where practical.,"Smoke suite passes. Current evidence: Focused runtime and import checks passed for completed packages; every Streamlit page has not yet been revalidated. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-03,QA,Chart coverage tests,Extend chart-coverage tests to all required visuals and states.,Count alone is insufficient; validate identity and source.,"Coverage suite passes. Current evidence: Package 1 and Package 2 chart identities and source coverage are tested; remaining matrix visuals are pending. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-04,QA,Filter tests,"Test global and page-specific filters, reset behavior, and cross-page persistence.",Include empty and boundary states.,"Filter suite passes. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-05,QA,Calculation tests,"Test KPI, funnel, threshold, scenario, drift, forecast, and export calculations.",Use fixed fixtures and reconciliation checks.,"Calculation suite passes. Current evidence: Package 1 and Package 2 calculations are tested; remaining journey, drift-history, and later-package calculations are pending. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-06,QA,Data-contract tests,"Validate source paths, columns, grain, keys, row counts, and schema hashes.",Fail clearly on stale or incompatible inputs.,"Contract suite passes. Current evidence: Completed-package source schemas and evidence contracts are tested; phase-wide contract coverage remains open. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-07,QA,Performance tests,"Measure cold, warm, and interaction timings for heavy pages.",Record machine/context and thresholds.,"Performance report accepted. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-08,QA,Cache tests,"Test cache correctness, invalidation, and no stale cross-filter results.",Avoid hidden state bugs.,"Cache suite passes. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-09,QA,Download tests,"Validate all exports, metadata, filters, file names, and row counts.",Open sample files during QA.,"Download suite passes. Current evidence: Package 1 evidence downloads are covered; all exports are not complete and Package 2 executive export is excluded. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-10,QA,Visual hygiene,"Check titles, labels, legends, spacing, clipping, overlap, responsive layout, and theme compatibility.",A visual is incomplete until it renders cleanly.,"Automated and manual visual QA passes. Current evidence: Package 1 and Package 2 manual visual QA passed; remaining pages and final combined review remain open. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-11,QA,Accessibility review,"Review contrast, color dependence, keyboard use, text alternatives, and table usability.",Fix all material findings.,"Accessibility checklist accepted. Current evidence: Readability checks passed for completed packages; the full accessibility checklist remains open. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-12,QA,Truthfulness review,"Verify evidence labels, simulated values, offline metrics, and production claims.",No unsupported claim may remain.,"Truthfulness audit passes. Current evidence: Truthfulness corrections passed for Package 1 and Package 2; remaining pages require review. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-13,QA,Combined visual review,Generate one final combined review PDF or readable review pack for all enhanced pages.,Use one consolidated review round after automated QA.,"User approves final review pack. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-14,QA,Documentation update,"Update README, page guide, data contracts, and run instructions.",Keep wording simple and current.,"Docs reviewed against implementation. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-15,QA,Final matrix reconciliation,"Reconcile every row with commit, test, visual, or blocked/excluded evidence.",No PLANNED or IN PROGRESS rows at sign-off.,"Closure report generated. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-16,QA,Git diff review,"Inspect staged files, generated artifacts, comments, and temporary files before each commit.","Do not stage helper packages, local environments, or caches.","Clean reviewed commit history. Package 1 commit 82c3f66 and Package 2 commit a60dcbd were reviewed and pushed; Package 3 is documentation-only inventory work. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
SVE-QA-17,QA,Final branch approval,Push the enhancement branch and obtain explicit approval before merge.,No automatic merge.,"Approval and final status recorded. Closure sprint implementation evidence: tests/test_closure_sprint_intelligence.py; master QA log; consolidated browser review pack. The one-go closure runner requires compilation, focused and consolidated closure regression tests, Streamlit health, exact-file staging, enhancement-branch push, main-branch merge, main push, and public deployment evidence before reporting success.",P0,"Tests, screenshots, manifests, documentation, and Git evidence",VERIFIED
