inventory_id,matrix_ids,page,source_file,source_line,component_type,component_name,source_anchor,data_source,grain,join_or_key,required_columns,fallback_or_empty_state,decision,decision_reason,target_package,evidence_state
P03-0127,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,804,SECTION_HEADER,Dimensionality reduction,"render_section_header(
        ""Dimensionality reduction"",
        ""PCA behaviour landscape"",
        (
            ""The same deterministic visitor sample is projected into three ""
            ""components before clustering and anomaly review.""
        ),
    )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0128,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,822,CONTROL,View,"dimension = st.radio(
                ""View"",
                [""3D"", ""2D""],
                horizontal=True,
                key=""pca_dimension"",
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0129,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,829,CONTROL,Colour visitors by,"color_choice = st.selectbox(
                ""Colour visitors by"",
                [""kmeans_cluster"", ""dbscan_cluster"", ""lof_severity""],
                format_func=lambda value: {
                    ""kmeans_cluster"": ""K-Means cluster"",
                    ""dbscan_cluster"": ""DBSCAN cluster"",
                    ""lof_severity"": ""LOF severity"",
                }[value],
                key=""pca_colour"",
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0130,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,840,CONTROL,Maximum displayed visitors,"max_points = st.slider(
                ""Maximum displayed visitors"",
                min_value=1_000,
                max_value=min(8_000, max(1_000, len(projection))),
                value=min(5_000, max(1_000, len(projection))),
                step=500,
                key=""pca_max_points"",
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0131,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,893,CONTROL,"Show PCA density, variance, and feature-direction evidence","show_pca_diagnostics = st.checkbox(
            ""Show PCA density, variance, and feature-direction evidence"",
            value=False,
            key=""show_pca_diagnostics"",
            help=(
                ""Supporting charts are precomputed and opened only when needed ""
                ""to keep the first view calm.""
            ),
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0132,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,903,SECTION_HEADER,Density evidence,"render_section_header(
                ""Density evidence"",
                ""Where visitors concentrate in the PCA plane"",
                (
                    ""Density contours reveal overlap that a point cloud can hide.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0133,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,951,SECTION_HEADER,Variance evidence,"render_section_header(
                ""Variance evidence"",
                ""How much information each component preserves"",
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0134,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,994,SECTION_HEADER,Feature contribution,"render_section_header(
                ""Feature contribution"",
                ""What creates the PCA directions"",
                (
                    ""Positive and negative loadings show which original behaviours ""
                    ""shape each component.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0135,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1036,DETAIL_CARDS,cards,render_detail_cards(cards),"ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0136,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1044,SECTION_HEADER,Partitioning intelligence,"render_section_header(
        ""Partitioning intelligence"",
        ""K-Means customer structure"",
        (
            ""The active projection, elbow grid, profiles, and value evidence ""
            ""all use the same deterministic sample.""
        ),
    )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0137,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1060,CONTROL,Projection view,"dimension = st.radio(
            ""Projection view"",
            [""3D"", ""2D""],
            horizontal=True,
            key=""kmeans_dimension"",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0138,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1130,CONTROL,"Show K-Means elbow, profile, parallel, and value evidence","show_kmeans_support = st.checkbox(
            ""Show K-Means elbow, profile, parallel, and value evidence"",
            value=False,
            key=""show_kmeans_support"",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0139,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1136,SECTION_HEADER,Selection evidence,"render_section_header(
                ""Selection evidence"",
                ""Choosing the number of K-Means clusters"",
                (
                    ""The elbow uses k=1-10. Selection is restricted to the required ""
                    ""k=3, 5, and 7 candidates on the same sample.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0140,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1187,SECTION_HEADER,Behaviour profile,"render_section_header(
                ""Behaviour profile"",
                ""How each cluster differs from the average visitor"",
                (
                    ""Heatmap cells are standardized means; parallel lines show the ""
                    ""same evidence across every feature.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0141,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1349,TABLE_AND_EXPORT,Rule-based cluster test suggestions,"show_table_with_download(
                label=""Rule-based cluster test suggestions"",
                data=action_table,
                file_name=""ml_cluster_test_suggestions.csv"",
                metadata={
                    ""generated_at"": generated_at,
                    ""evidence_type"": evidence_type,
                    ""sample_rows"": str(sample_rows),
                },
                description=(
                    ""Every suggestion shows its rule basis. These are analytical ""
                    ""test ideas, not deployed personas or causal recommendations.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0142,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1370,SECTION_HEADER,Density intelligence,"render_section_header(
        ""Density intelligence"",
        ""DBSCAN cluster and noise landscape"",
        (
            ""The projection, k-distance curve, and complete 3x3 parameter grid ""
            ""use the same deterministic visitor sample.""
        ),
    )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0143,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1386,CONTROL,Projection view,"dimension = st.radio(
            ""Projection view"",
            [""3D"", ""2D""],
            horizontal=True,
            key=""dbscan_dimension"",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0144,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1479,CONTROL,Show DBSCAN k-distance and complete 3x3 parameter evidence,"show_dbscan_support = st.checkbox(
            ""Show DBSCAN k-distance and complete 3x3 parameter evidence"",
            value=False,
            key=""show_dbscan_support"",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0145,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1485,SECTION_HEADER,Neighbour-distance evidence,"render_section_header(
                ""Neighbour-distance evidence"",
                ""Where the selected epsilon sits on the k-distance curve"",
                (
                    ""The curve sorts each visitor's distance to the selected neighbour rank.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0146,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1533,SECTION_HEADER,Parameter sensitivity,"render_section_header(
                ""Parameter sensitivity"",
                ""How epsilon and minimum samples change quality and noise"",
                (
                    ""The heatmaps cover the required eps 0.5/1.0/2.0 × ""
                    ""min_samples 3/5/10 grid on one sample.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0147,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1599,SECTION_HEADER,Local anomaly intelligence,"render_section_header(
        ""Local anomaly intelligence"",
        ""LOF unusual-behaviour landscape"",
        (
            ""LOF compares each visitor with nearby behavioural neighbours in the ""
            ""same standardized feature space.""
        ),
    )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0148,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1615,CONTROL,Projection view,"dimension = st.radio(
            ""Projection view"",
            [""3D"", ""2D""],
            horizontal=True,
            key=""lof_dimension"",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0149,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1678,CONTROL,"Show LOF score, feature-deviation, and investigation evidence","show_lof_support = st.checkbox(
            ""Show LOF score, feature-deviation, and investigation evidence"",
            value=False,
            key=""show_lof_support"",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0150,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1684,SECTION_HEADER,Score evidence,"render_section_header(
                ""Score evidence"",
                ""How strongly flagged visitors differ from normal visitors"",
                (
                    ""The log scale preserves both the common score range and extreme tail.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0151,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1740,SECTION_HEADER,Feature deviation,"render_section_header(
                ""Feature deviation"",
                ""Which behaviours distinguish LOF outliers"",
                (
                    ""The chart compares average standardized behaviour for flagged ""
                    ""and normal visitors.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0152,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1784,SECTION_HEADER,Investigation drill-down,"render_section_header(
                ""Investigation drill-down"",
                ""Why one selected visitor looks unusual"",
                (
                    ""Choose a top-ranked LOF case and inspect its standardized feature deviations.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0153,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1794,CONTROL,Top LOF investigation case,"selected_index = st.selectbox(
                    ""Top LOF investigation case"",
                    options,
                    format_func=lambda index: investigation_label(
                        option_rows.loc[index]
                    ),
                    key=""lof_investigation_case"",
                )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0154,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1856,TABLE_AND_EXPORT,LOF investigation queue,"show_table_with_download(
                    label=""LOF investigation queue"",
                    data=lof_investigation[preferred_columns],
                    file_name=""ml_lof_investigation_queue.csv"",
                    metadata={
                        ""generated_at"": generated_at,
                        ""evidence_type"": evidence_type,
                        ""sample_rows"": str(sample_rows),
                    },
                    description=(
                        ""Top same-sample cases only. The export is an investigation ""
                        ""queue, not a confirmed anomaly label.""
                    ),
                )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0155,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1881,SECTION_HEADER,Historical method comparison,"render_section_header(
                    ""Historical method comparison"",
                    ""How prior outlier methods differ in flagged volume"",
                    (
                        ""This table is retained for audit and is not mixed with the ""
                        ""same-sample LOF calculation above.""
                    ),
                )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0156,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1937,SECTION_HEADER,Technical evidence library,"render_section_header(
        ""Technical evidence library"",
        ""Downloadable source tables"",
        (
            ""Same-sample Package 1 tables are separated from historical artifacts ""
            ""so different cohorts and grains are never silently mixed.""
        ),
    )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0157,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-11;SVE-AUD-14,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1954,TAB_SET,"['Coverage', 'Champion', 'Thresholds', 'Stability', 'PCA', 'K-Means', 'DBSCAN', 'LOF']","table_tabs = st.tabs(
        [
            ""Coverage"",
            ""Champion"",
            ""Thresholds"",
            ""Stability"",
            ""PCA"",
            ""K-Means"",
            ""DBSCAN"",
            ""LOF"",
        ]
    )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0158,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1968,TABLE_AND_EXPORT,Validation coverage,"show_table_with_download(
            label=""Validation coverage"",
            data=coverage,
            file_name=""ml_validation_coverage.csv"",
            metadata=export_metadata,
            description=""Historical audit matrix; row count is not performance."",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0159,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1977,TABLE_AND_EXPORT,Controlling champion comparison,"show_table_with_download(
            label=""Controlling champion comparison"",
            data=final_comparison,
            file_name=""ml_champion_comparison.csv"",
            metadata=export_metadata,
            description=(
                ""This is the controlling source for the displayed PR-AUC, precision, ""
                ""recall, F1, and comparison chart.""
            ),
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0160,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,1988,TABLE_AND_EXPORT,Alternate champion summary artifact,"show_table_with_download(
                label=""Alternate champion summary artifact"",
                data=final_summary,
                file_name=""ml_champion_alternate_summary.csv"",
                metadata=export_metadata,
                description=(
                    ""Retained for audit only. It is not used for the top KPI because ""
                    ""its cohort/summary metrics differ from the controlling comparison table.""
                ),
            )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0161,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15;SVE-AUD-11,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2000,TABLE_AND_EXPORT,Threshold analysis,"show_table_with_download(
            label=""Threshold analysis"",
            data=final_thresholds,
            file_name=""ml_threshold_analysis.csv"",
            metadata=export_metadata,
            description=""Threshold trade-off rows for the final model evidence."",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0162,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2009,TABLE_AND_EXPORT,Stability evidence,"show_table_with_download(
            label=""Stability evidence"",
            data=final_stability,
            file_name=""ml_stability_evidence.csv"",
            metadata=export_metadata,
            description=""Repeated-seed evidence; row counts and seeds are shown explicitly."",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0163,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2018,TABLE_AND_EXPORT,PCA variance,"show_table_with_download(
            label=""PCA variance"",
            data=pca_variance,
            file_name=""ml_pca_variance.csv"",
            metadata=export_metadata,
            description=""Same-sample component variance and cumulative retention."",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0164,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2025,TABLE_AND_EXPORT,PCA loadings,"show_table_with_download(
            label=""PCA loadings"",
            data=pca_loadings,
            file_name=""ml_pca_loadings.csv"",
            metadata=export_metadata,
            description=""Same-sample feature contributions to PC1-PC3."",
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
P03-0165,SVE-AUD-09;SVE-AUD-10;SVE-AUD-15,ML Validation & Evidence,app/pages/8_ML_Validation_Evidence.py,2034,TABLE_AND_EXPORT,Same-sample K-Means k=1-10 grid,"show_table_with_download(
            label=""Same-sample K-Means k=1-10 grid"",
            data=kmeans_grid,
            file_name=""ml_kmeans_grid.csv"",
            metadata=export_metadata,
            description=(
                ""Controlling Package 1 selection evidence; required candidates ""
                ""k=3/5/7 are labelled.""
            ),
        )","ML validation manifest and governed PCA, clustering, LOF and champion tables",one method/model/visitor/component/feature evidence row,source-specific governed keys,manifest paths and method-specific governed columns,"Current source-defined validation, unavailable, empty-table or pre-action state; no value may be invented.",KEEP,Preserve the current component and its existing business message as the clean baseline.,Package 1,SOURCE_VERIFIED_VISUAL_QA_PENDING
